MMTC Name,Dispensing Locations,Medical Marijuana (mgs THC),Low-THC Cannabis (mgs CBD),Marijuana in a Form for Smoking (oz),Report Date
"Cookies Florida, Inc.",0,0,0,1.7,2022-03-11
Trulieve,112,115551620,1903392,41562.428,2022-03-04
Liberty Health Sciences,45,30450264,97487,3040.683,2022-03-04
Curaleaf,44,40513054,340523,12946.406,2022-03-04
Surterra Welln ess,42,26716334,1283847,5000.818,2022-03-04
AltMed Florida (MüV),41,27329730,403860,7231.154,2022-03-04
Fluent,27,9223521,26654,2460.121,2022-03-04
VidaCann,25,4681963,80199,802.82,2022-03-04
GrowHealthy,18,8381814,1111,4131.404,2022-03-04
Sunnyside*,15,3190708,601,2066.961,2022-03-04
Cannabist,14,3416012,19330,1283.837,2022-03-04
GTI (Rise Dispensaries),7,1198049,10915,1841.922,2022-03-04
MedMen,7,1588446,11900,552.363,2022-03-04
"Sanctuary Medicinals, LLC",6,574015,7022,566.491,2022-03-04
Green Dragon,3,0,0,87.003,2022-03-04
HT Medical Cannabis,1,64808,0,216.39,2022-03-04
Insa,0,0,0,0.0,2022-03-04
Revolution Florida,0,0,0,0.0,2022-03-04
Jungle Boys,0,0,0,0.0,2022-03-04
The Flowery,0,12000,0,78.061,2022-03-04
Gold Leaf Florida,0,0,0,0.0,2022-03-04
"Cookies Florida, Inc.",0,0,0,0.0,2022-03-04
Trulieve,112,87386040,1562420,41398.126,2022-02-25
Liberty Health Sciences,45,27624145,112540,2919.943,2022-02-25
AltMed Florida (MüV),41,23424292,316331,6151.16,2022-02-25
Surterra Welln ess,41,23197050,1329185,6772.028,2022-02-25
Fluent,27,9060156,12700,2446.355,2022-02-25
VidaCann,25,4953505,81781,848.693,2022-02-25
GrowHealthy,18,6686379,21158,2745.216,2022-02-25
Sunnyside*,15,3280943,0,2229.23,2022-02-25
Cannabist,14,3557327,21650,1445.772,2022-02-25
GTI (Rise Dispensaries),7,1323921,10200,1511.032,2022-02-25
MedMen,7,1507303,10470,565.832,2022-02-25
"Sanctuary Medicinals, LLC",6,498417,4765,531.458,2022-02-25
Green Dragon,3,0,0,122.22,2022-02-25
HT Medical Cannabis,1,93806,0,206.466,2022-02-25
Insa,0,0,0,0.0,2022-02-25
Revolution Florida,0,0,0,0.0,2022-02-25
Jungle Boys,0,0,0,0.0,2022-02-25
The Flowery,0,14500,0,84.684,2022-02-25
Gold Leaf Florida,0,0,0,0.0,2022-02-25
"Cookies Florida, Inc.",0,0,0,0.0,2022-02-25
Trulieve,112,92787267,1497533,39571.449,2022-02-18
Liberty Health Sciences,45,24202235,78714,3518.108,2022-02-18
Curaleaf,44,27880196,238662,10551.749,2022-02-18
AltMed Florida (MüV),41,27006049,386931,6626.581,2022-02-18
Surterra Welln ess,40,24210618,1076714,5671.541,2022-02-18
Fluent,27,7862076,48550,2664.396,2022-02-18
VidaCann,25,5071815,97635,832.453,2022-02-18
GrowHealthy,18,8915237,45227,3632.754,2022-02-18
Sunnyside*,15,2929081,392,2199.435,2022-02-18
Cannabist,14,5266003,34091,1985.134,2022-02-18
GTI (Rise Dispensaries),7,1065344,11028,1702.351,2022-02-18
MedMen,7,1384359,14793,552.373,2022-02-18
"Sanctuary Medicinals, LLC",6,564748,417,529.948,2022-02-18
Green Dragon,3,0,0,151.6,2022-02-18
HT Medical Cannabis,1,56717,0,203.365,2022-02-18
Insa,0,0,0,0.0,2022-02-18
Revolution Florida,0,0,0,0.0,2022-02-18
Jungle Boys,0,0,0,0.0,2022-02-18
The Flowery,0,18500,0,55.481,2022-02-18
Gold Leaf Florida,0,0,0,0.0,2022-02-18
"Cookies Florida, Inc.",0,0,0,0.0,2022-02-18
Trulieve,112,92358198,1677689,35920.376,2022-02-11
Liberty Health Sciences,45,28845130,97275,2708.501,2022-02-11
Curaleaf,44,23286503,208530,8999.522,2022-02-11
AltMed Florida (MüV),41,24298334,316614,6738.941,2022-02-11
Surterra Welln ess,40,31040140,1541971,5914.888,2022-02-11
Fluent,27,8374510,76800,3023.965,2022-02-11
VidaCann,25,5682521,90960,843.793,2022-02-11
GrowHealthy,18,7588870,84111,4712.468,2022-02-11
Cannabist,14,4034073,28400,1860.332,2022-02-11
GTI (Rise Dispensaries),7,1122055,15184,1123.02,2022-02-11
MedMen,7,1368216,11554,584.545,2022-02-11
"Sanctuary Medicinals, LLC",6,521615,1256,518.108,2022-02-11
Green Dragon,3,0,0,115.861,2022-02-11
HT Medical Cannabis,1,46906,0,185.914,2022-02-11
Insa,0,0,0,0.0,2022-02-11
Revolution Florida,0,0,0,0.0,2022-02-11
Jungle Boys,0,0,0,0.0,2022-02-11
The Flowery,0,35000,4000,35.676,2022-02-11
Gold Leaf Florida,0,0,0,0.0,2022-02-11
"Cookies Florida, Inc.",0,0,0,0.0,2022-02-11
Trulieve,111,76059147,1403337,38322.118,2022-02-04
Liberty Health Sciences,44,30313014,90089,3031.332,2022-02-04
Curaleaf,44,22610257,203891,8557.282,2022-02-04
AltMed Florida (MüV),41,28732864,284597,6307.58,2022-02-04
Surterra Welln ess,39,20716653,1313756,5694.253,2022-02-04
Fluent,27,9633084,130130,3156.854,2022-02-04
VidaCann,25,5838821,113997,970.401,2022-02-04
GrowHealthy,18,5521943,57995,4473.692,2022-02-04
Sunnyside*,15,2650859,2689,2177.745,2022-02-04
Cannabist,14,4536490,26400,2392.937,2022-02-04
GTI (Rise Dispensaries),7,1154649,11018,878.121,2022-02-04
MedMen,7,1359250,11260,504.803,2022-02-04
"Sanctuary Medicinals, LLC",5,526406,3092,525.315,2022-02-04
Green Dragon,3,0,0,73.332,2022-02-04
HT Medical Cannabis,1,72675,57,190.795,2022-02-04
Insa,0,0,0,0.0,2022-02-04
Revolution Florida,0,0,0,0.0,2022-02-04
Jungle Boys,0,0,0,0.0,2022-02-04
The Flowery,0,23990,0,37.421,2022-02-04
Gold Leaf Florida,0,0,0,0.0,2022-02-04
"Cookies Florida, Inc.",0,0,0,0.0,2022-02-04
Trulieve,111,90154981,1875337,37205.45,2022-01-28
Liberty Health Sciences,44,27054838,119697,3495.186,2022-01-28
Curaleaf,43,18550316,145253,8490.465,2022-01-28
AltMed Florida (MüV),41,23604475,259557,6717.695,2022-01-28
Surterra Welln ess,39,25002227,1357899,5844.123,2022-01-28
Fluent,27,8183563,151600,2545.376,2022-01-28
VidaCann,24,4947809,119104,983.96,2022-01-28
GrowHealthy,18,11356132,54315,3845.744,2022-01-28
Sunnyside*,15,3184570,0,2234.902,2022-01-28
Cannabist,14,3313652,19900,2304.485,2022-01-28
GTI (Rise Dispensaries),7,1080789,21993,1301.563,2022-01-28
MedMen,7,1312187,11638,492.081,2022-01-28
"Sanctuary Medicinals, LLC",5,383859,1242,477.582,2022-01-28
Green Dragon,3,0,0,97.145,2022-01-28
HT Medical Cannabis,1,95222,0,217.621,2022-01-28
Insa,0,0,0,0.0,2022-01-28
Revolution Florida,0,0,0,0.0,2022-01-28
"Green Ops Group FL, LLC",0,0,0,0.0,2022-01-28
The Flowery,0,18500,0,43.106,2022-01-28
Gold Leaf Florida,0,0,0,0.0,2022-01-28
"Cookies Florida, Inc.",0,0,0,0.5,2022-01-28
Trulieve,111,104054833,1664952,40032.464,2022-01-21
Liberty Health Sciences,44,23435989,81126,3827.77,2022-01-21
Curaleaf,43,21244731,177951,8607.573,2022-01-21
AltMed Florida (MüV),41,27521623,294397,6198.684,2022-01-21
Surterra Welln ess,39,20650492,1137827,5357.239,2022-01-21
Fluent,27,6678941,208350,2331.672,2022-01-21
VidaCann,24,4299980,110599,868.678,2022-01-21
GrowHealthy,18,12126285,86553,4154.904,2022-01-21
Cannabist,14,3671475,15950,1871.181,2022-01-21
Sunnyside*,14,2492373,807,1860.503,2022-01-21
GTI (Rise Dispensaries),7,1082390,9018,1455.641,2022-01-21
MedMen,7,1324346,17060,496.972,2022-01-21
"Sanctuary Medicinals, LLC",5,388906,222,266.6,2022-01-21
Green Dragon,3,0,0,109.109,2022-01-21
HT Medical Cannabis,1,119156,0,202.277,2022-01-21
Insa,0,0,0,0.0,2022-01-21
Revolution Florida,0,0,0,0.0,2022-01-21
"Green Ops Group FL, LLC",0,0,0,0.0,2022-01-21
The Flowery,0,73000,0,55.192,2022-01-21
Gold Leaf Florida,0,0,0,0.0,2022-01-21
"Cookies Florida, Inc.",0,0,0,0.75,2022-01-21
Trulieve,111,85588733,1661251,34125.18,2022-01-14
Liberty Health Sciences,44,24996711,141361,2637.227,2022-01-14
Curaleaf,43,28558778,291513,10538.499,2022-01-14
AltMed Florida (MüV),41,21422871,202019,5675.815,2022-01-14
Surterra Welln ess,39,27590717,1518605,4848.404,2022-01-14
Fluent,27,6361545,112700,1658.601,2022-01-14
VidaCann,24,4019522,80102,893.874,2022-01-14
GrowHealthy,18,6413025,31253,3872.565,2022-01-14
Cannabist,14,3115000,20150,1719.897,2022-01-14
Sunnyside*,14,2329524,1377,1926.712,2022-01-14
GTI (Rise Dispensaries),7,912060,2213,1590.405,2022-01-14
MedMen,7,1230695,14760,515.667,2022-01-14
"Sanctuary Medicinals, LLC",5,385698,222,268.365,2022-01-14
Green Dragon,3,0,0,106.673,2022-01-14
HT Medical Cannabis,1,84703,0,199.026,2022-01-14
Insa,0,0,0,0.0,2022-01-14
Revolution Florida,0,0,0,0.0,2022-01-14
"Green Ops Group FL, LLC",0,0,0,0.0,2022-01-14
The Flowery,0,0,0,56.902,2022-01-14
Gold Leaf Florida,0,0,0,0.0,2022-01-14
"Cookies Florida, Inc.",0,0,0,1.0,2022-01-14
Trulieve,111,76596502,1868292,36578.675,2022-01-07
Liberty Health Sciences,43,18414248,88148,3683.868,2022-01-07
Curaleaf,42,23776343,222478,8789.525,2022-01-07
AltMed Florida (MüV),41,25704737,234514,5464.292,2022-01-07
Surterra Welln ess,39,14952060,1020538,4538.203,2022-01-07
Fluent,27,5638545,173400,1289.993,2022-01-07
VidaCann,24,5662167,109921,859.28,2022-01-07
GrowHealthy,18,8784369,41148,5411.266,2022-01-07
Cannabist,14,2793127,18450,1196.722,2022-01-07
Sunnyside*,14,2138672,0,1820.8,2022-01-07
GTI (Rise Dispensaries),7,1071714,678,1331.884,2022-01-07
MedMen,7,1239211,14690,434.663,2022-01-07
"Sanctuary Medicinals, LLC",5,360568,444,245.373,2022-01-07
Green Dragon,3,0,0,102.853,2022-01-07
HT Medical Cannabis,1,58067,0,85.44,2022-01-07
Insa,0,0,0,0.0,2022-01-07
Revolution Florida,0,0,0,0.0,2022-01-07
"Green Ops Group FL, LLC",0,0,0,0.0,2022-01-07
The Flowery,0,0,0,59.017,2022-01-07
Gold Leaf Florida,0,0,0,0.0,2022-01-07
"Cookies Florida, Inc.",0,0,0,1.608,2022-01-07
Trulieve,111,86606124,1575963,37963.851,2021-12-31
Liberty Health Sciences,43,17472999,78981,3875.825,2021-12-31
Curaleaf,42,29097624,282383,9769.224,2021-12-31
AltMed Florida (MüV),41,30579360,195496,8044.695,2021-12-31
Surterra Welln ess,39,17355919,886280,3600.843,2021-12-31
Fluent,27,6785469,147630,1284.857,2021-12-31
VidaCann,24,4016590,87221,879.342,2021-12-31
GrowHealthy,18,6590705,48171,4005.893,2021-12-31
Cannabist,14,3735102,12400,1618.564,2021-12-31
Sunnyside*,14,2081917,0,1916.254,2021-12-31
GTI (Rise Dispensaries),7,959710,1595,1094.143,2021-12-31
MedMen,7,1134928,12858,509.353,2021-12-31
"Sanctuary Medicinals, LLC",5,364363,2471,211.196,2021-12-31
Green Dragon,3,0,0,86.022,2021-12-31
HT Medical Cannabis,1,8675,0,32.175,2021-12-31
Insa,0,0,0,0.0,2021-12-31
Revolution Florida,0,0,0,0.0,2021-12-31
"Green Ops Group FL, LLC",0,0,0,0.0,2021-12-31
The Flowery,0,0,0,49.037,2021-12-31
Gold Leaf Florida,0,0,0,0.0,2021-12-31
"Cookies Florida, Inc.",0,0,0,0.37,2021-12-31
Trulieve,111,101132821,1776587,43348.584,2021-12-10
Liberty Health Sciences,42,19901113,84905,3631.412,2021-12-10
AltMed Florida (MüV),40,23283285,151510,5493.962,2021-12-10
Surterra Welln ess,39,27159807,1336204,4513.027,2021-12-10
Curaleaf,38,20344491,159492,7205.061,2021-12-10
Fluent,27,5679134,146220,1867.125,2021-12-10
VidaCann,24,4848736,106664,790.442,2021-12-10
GrowHealthy,18,7846893,18519,4231.223,2021-12-10
Cannabist,14,5385031,29757,2670.517,2021-12-10
Sunnyside*,13,2435788,694,2771.944,2021-12-10
GTI (Rise Dispensaries),7,1084238,662,1132.983,2021-12-10
MedMen,7,1339412,14420,1143.694,2021-12-10
"Sanctuary Medicinals, LLC",5,273042,222,223.523,2021-12-10
Green Dragon,3,0,0,103.313,2021-12-10
HT Medical Cannabis,1,21380,700,69.998,2021-12-10
Insa,0,0,0,0.0,2021-12-10
Revolution Florida,0,0,0,0.0,2021-12-10
"Green Ops Group FL, LLC",0,0,0,0.0,2021-12-10
The Flowery,0,0,0,63.239,2021-12-10
Gold Leaf Florida,0,0,0,0.0,2021-12-10
"Cookies Florida, Inc.",0,0,0,0.0,2021-12-10
Trulieve,110,136015941,2526527,46036.139,2021-12-03
Liberty Health Sciences,42,19101301,209950,3612.045,2021-12-03
Surterra Welln ess,39,17891628,1187003,4635.14,2021-12-03
AltMed Florida (MüV),39,25710839,147082,6754.658,2021-12-03
Curaleaf,38,32142945,292730,9962.727,2021-12-03
Fluent,27,6594792,230350,1740.526,2021-12-03
VidaCann,24,4559777,85425,842.676,2021-12-03
GrowHealthy,18,4907945,31767,3266.232,2021-12-03
Cannabist,14,4247815,28100,1905.933,2021-12-03
Sunnyside*,12,2018932,2830,2045.42,2021-12-03
GTI (Rise Dispensaries),7,1218607,5722,1432.201,2021-12-03
MedMen,7,1351812,12781,1239.662,2021-12-03
"Sanctuary Medicinals, LLC",4,191075,325,217.519,2021-12-03
Green Dragon,3,0,0,97.957,2021-12-03
HT Medical Cannabis,1,51469,700,99.862,2021-12-03
Insa,0,0,0,0.0,2021-12-03
Revolution Florida,0,0,0,0.0,2021-12-03
"Green Ops Group FL, LLC",0,0,0,0.0,2021-12-03
The Flowery,0,0,0,59.777,2021-12-03
Gold Leaf Florida,0,0,0,0.0,2021-12-03
Trulieve,109,84039291,1726312,30885.204,2021-11-26
Liberty Health Sciences,42,20953405,226093,4647.213,2021-11-26
Surterra Welln ess,39,31132066,1769279,5101.938,2021-11-26
AltMed Florida (MüV),39,30247467,166064,6227.458,2021-11-26
Curaleaf,38,27618976,246302,10473.522,2021-11-26
Fluent,27,5976927,109125,2127.493,2021-11-26
VidaCann,24,4965959,74399,747.481,2021-11-26
GrowHealthy,18,7002750,40315,4026.849,2021-11-26
Cannabist,14,3881265,18151,1798.093,2021-11-26
Sunnyside*,12,2495816,1077,1973.619,2021-11-26
GTI (Rise Dispensaries),7,1495064,4771,1667.941,2021-11-26
MedMen,7,1435108,18510,1163.4,2021-11-26
"Sanctuary Medicinals, LLC",4,261611,741,243.467,2021-11-26
Green Dragon,3,0,0,82.858,2021-11-26
HT Medical Cannabis,1,53092,0,138.382,2021-11-26
Insa,0,0,0,0.0,2021-11-26
Revolution Florida,0,0,0,0.0,2021-11-26
"Green Ops Group FL, LLC",0,0,0,0.0,2021-11-26
The Flowery,0,0,0,54.174,2021-11-26
Gold Leaf Florida,0,0,0,0.0,2021-11-26
Trulieve,108,74827766,1595509,38949.171,2021-11-19
Liberty Health Sciences,42,18725740,98357,3170.723,2021-11-19
Surterra Welln ess,39,18053691,1143891,6857.377,2021-11-19
AltMed Florida (MüV),38,22804468,134323,4794.617,2021-11-19
Curaleaf,38,23478283,189377,9904.464,2021-11-19
Fluent,27,5552859,130477,2154.927,2021-11-19
VidaCann,24,7268819,85834,758.755,2021-11-19
GrowHealthy,18,5585097,34000,4312.855,2021-11-19
Cannabist,14,3778331,22350,2096.267,2021-11-19
Sunnyside*,12,1991809,1259,2056.29,2021-11-19
GTI (Rise Dispensaries),7,1265965,1480,1666.235,2021-11-19
MedMen,7,1420109,18825,1468.23,2021-11-19
"Sanctuary Medicinals, LLC",4,287041,736,256.514,2021-11-19
Green Dragon,2,0,0,91.43,2021-11-19
HT Medical Cannabis,1,42942,0,95.051,2021-11-19
Insa,0,0,0,0.0,2021-11-19
Revolution Florida,0,0,0,0.0,2021-11-19
"Green Ops Group FL, LLC",0,0,0,0.0,2021-11-19
The Flowery,0,0,0,105.025,2021-11-19
Gold Leaf Florida,0,0,0,0.0,2021-11-19
Trulieve,108,85802729,1452635,38587.14,2021-11-12
Liberty Health Sciences,42,17394598,122607,4201.48,2021-11-12
Surterra Welln ess,39,27060491,1509654,3906.85,2021-11-12
AltMed Florida (MüV),38,20439050,181224,5031.45,2021-11-12
Curaleaf,37,23201972,198293,8852.82,2021-11-12
Fluent,27,5615069,162100,1586.04,2021-11-12
VidaCann,24,4830680,87599,715.34,2021-11-12
GrowHealthy,18,6786127,20984,4053.0,2021-11-12
Cannabist,14,3629116,19000,1974.568,2021-11-12
Sunnyside*,12,2752750,1401,2111.81,2021-11-12
GTI (Rise Dispensaries),7,1336414,6732,1544.226,2021-11-12
MedMen,7,1305537,14428,743.44,2021-11-12
"Sanctuary Medicinals, LLC",4,272777,0,282.441,2021-11-12
Green Dragon,2,0,0,94.052,2021-11-12
HT Medical Cannabis,1,16958,368,92.131,2021-11-12
Insa,0,0,0,0.0,2021-11-12
Revolution Florida,0,0,0,0.0,2021-11-12
"Green Ops Group FL, LLC",0,0,0,0.0,2021-11-12
The Flowery,0,0,0,99.454,2021-11-12
Gold Leaf Florida,0,0,0,0.0,2021-11-12
Trulieve,107,78994816,1184276,35631.488,2021-11-05
Liberty Health Sciences,42,13175362,88679,2373.131,2021-11-05
Surterra Welln ess,39,33980023,1811299,5168.41,2021-11-05
AltMed Florida (MüV),38,29549803,215846,7380.095,2021-11-05
Curaleaf,37,20545359,217233,8662.671,2021-11-05
Fluent,27,5537958,190800,1697.768,2021-11-05
VidaCann,24,3945433,86572,716.213,2021-11-05
GrowHealthy,18,7002612,43815,4091.59,2021-11-05
Cannabist,14,5538031,16600,1606.497,2021-11-05
Sunnyside*,11,2304921,3126,1953.722,2021-11-05
GTI (Rise Dispensaries),7,1312162,4720,1749.296,2021-11-05
MedMen,7,1240658,23419,630.076,2021-11-05
"Sanctuary Medicinals, LLC",4,289482,8129,228.878,2021-11-05
Green Dragon,2,0,0,89.403,2021-11-05
HT Medical Cannabis,1,2800,0,99.606,2021-11-05
Insa,0,0,0,0.0,2021-11-05
Revolution Florida,0,0,0,0.0,2021-11-05
"Green Ops Group FL, LLC",0,0,0,0.0,2021-11-05
The Flowery,0,0,0,111.686,2021-11-05
Gold Leaf Florida,0,0,0,0.0,2021-11-05
Trulieve,107,81533841,1317767,37023.235,2021-10-29
Liberty Health Sciences,42,16530247,86266,3601.321,2021-10-29
Surterra Welln ess,39,19880201,1086961,4790.121,2021-10-29
AltMed Florida (MüV),38,26659886,147872,5857.956,2021-10-29
Curaleaf,37,24750299,234853,10916.944,2021-10-29
Fluent,27,4882607,117800,1510.661,2021-10-29
VidaCann,24,5272898,95583,849.541,2021-10-29
GrowHealthy,17,5457376,47181,4169.699,2021-10-29
Cannabist,14,3912325,17872,1380.007,2021-10-29
Sunnyside*,11,2421201,3184,1978.012,2021-10-29
GTI (Rise Dispensaries),7,1204776,12025,1630.426,2021-10-29
MedMen,7,1259769,17970,571.478,2021-10-29
"Sanctuary Medicinals, LLC",4,234779,0,196.21,2021-10-29
Green Dragon,2,0,0,69.77,2021-10-29
HT Medical Cannabis,1,3125,0,92.071,2021-10-29
Insa,0,0,0,0.0,2021-10-29
Revolution Florida,0,0,0,0.0,2021-10-29
"Green Ops Group FL, LLC",0,0,0,0.0,2021-10-29
The Flowery,0,0,0,53.955,2021-10-29
"BWH Investments, LLC",0,0,0,0.0,2021-10-29
Trulieve,107,75321696,1239087,36708.283,2021-10-22
Liberty Health Sciences,42,13897698,76664,3229.235,2021-10-22
Surterra Welln ess,39,19402121,1054478,7023.53,2021-10-22
AltMed Florida (MüV),38,23522122,125383,6917.529,2021-10-22
Curaleaf,37,24513081,169331,11837.407,2021-10-22
Fluent,27,4896173,184950,1927.093,2021-10-22
VidaCann,24,6108849,102628,778.088,2021-10-22
GrowHealthy,17,6709139,36509,4776.038,2021-10-22
Cannabist,14,4585843,19432,1705.806,2021-10-22
Sunnyside*,11,2261707,0,1788.713,2021-10-22
GTI (Rise Dispensaries),7,1615220,15884,1508.422,2021-10-22
MedMen,7,1204259,17190,511.124,2021-10-22
"Sanctuary Medicinals, LLC",4,284883,0,204.82,2021-10-22
Green Dragon,2,0,0,63.492,2021-10-22
HT Medical Cannabis,1,2800,0,89.013,2021-10-22
Insa,0,0,0,0.0,2021-10-22
Revolution Florida,0,0,0,0.0,2021-10-22
"Green Ops Group FL, LLC",0,0,0,0.0,2021-10-22
The Flowery,0,0,0,109.582,2021-10-22
"BWH Investments, LLC",0,0,0,0.0,2021-10-22
Trulieve,106,76105105,1036767,30306.736,2021-10-15
Liberty Health Sciences,42,14884368,12940,3550.493,2021-10-15
Surterra Welln ess,39,24995597,1731236,6539.111,2021-10-15
AltMed Florida (MüV),38,22826195,126719,5418.262,2021-10-15
Curaleaf,37,21142376,224806,9060.808,2021-10-15
Fluent,27,4078778,154600,1630.518,2021-10-15
VidaCann,24,4334661,72309,863.187,2021-10-15
GrowHealthy,17,9413333,32806,4688.73,2021-10-15
Cannabist,14,3466629,10800,2029.007,2021-10-15
Sunnyside*,9,2774435,663,1783.075,2021-10-15
GTI (Rise Dispensaries),7,1068550,16406,1615.374,2021-10-15
MedMen,7,1128513,17730,580.043,2021-10-15
"Sanctuary Medicinals, LLC",4,250918,0,198.215,2021-10-15
Green Dragon,2,0,0,45.7,2021-10-15
HT Medical Cannabis,1,4200,0,97.251,2021-10-15
Insa,0,0,0,0.0,2021-10-15
Revolution Florida,0,0,0,0.0,2021-10-15
"Green Ops Group FL, LLC",0,0,0,0.0,2021-10-15
The Flowery,0,0,0,44.082,2021-10-15
"BWH Investments, LLC",0,0,0,0.0,2021-10-15
Trulieve,105,62040442,1049616,28328.608,2021-10-08
Liberty Health Sciences,42,12653002,12923,3246.558,2021-10-08
Surterra Welln ess,39,23975544,1379539,4082.395,2021-10-08
AltMed Florida (MüV),38,22354293,135525,4945.906,2021-10-08
Curaleaf,37,27356983,267360,10092.556,2021-10-08
Fluent,27,4244877,161550,1665.31,2021-10-08
VidaCann,24,4881856,90373,706.349,2021-10-08
GrowHealthy,17,8089443,35357,4117.434,2021-10-08
Cannabist,14,3833341,13826,1412.155,2021-10-08
Sunnyside*,9,1317712,3822,1635.869,2021-10-08
GTI (Rise Dispensaries),7,1065379,8484,1308.127,2021-10-08
MedMen,6,1114033,18560,587.624,2021-10-08
"Sanctuary Medicinals, LLC",4,204548,419,180.705,2021-10-08
Green Dragon,2,0,0,40.256,2021-10-08
HT Medical Cannabis,1,5600,0,124.496,2021-10-08
Insa,0,0,0,0.0,2021-10-08
Revolution Florida,0,0,0,0.0,2021-10-08
"Green Ops Group FL, LLC",0,0,0,0.0,2021-10-08
The Flowery,0,0,0,116.73,2021-10-08
"BWH Investments, LLC",0,0,0,0.0,2021-10-08
Trulieve,91,113600890,1879768,45670.865,2021-10-01
Liberty Health Sciences,42,12384414,6908,3610.1,2021-10-01
Surterra Welln ess,39,28437826,1882086,3795.35,2021-10-01
AltMed Florida (MüV),38,23130383,214108,5600.289,2021-10-01
Curaleaf,37,28422847,385686,10234.516,2021-10-01
Fluent,27,4508247,119100,1324.058,2021-10-01
VidaCann,24,3751485,70696,701.886,2021-10-01
GrowHealthy,17,7653530,64689,5546.549,2021-10-01
Cannabist,14,3892753,13430,1432.533,2021-10-01
Harvest,14,15455869,72620,8354.519,2021-10-01
Sunnyside*,9,2434889,665,1628.904,2021-10-01
GTI (Rise Dispensaries),7,807748,758,1082.292,2021-10-01
MedMen,6,1140896,13820,649.032,2021-10-01
"Sanctuary Medicinals, LLC",3,73115,0,147.905,2021-10-01
Green Dragon,2,0,0,9.972,2021-10-01
HT Medical Cannabis,1,5600,0,101.839,2021-10-01
Insa,0,0,0,0.0,2021-10-01
Revolution Florida,0,0,0,0.0,2021-10-01
"Green Ops Group FL, LLC",0,0,0,0.0,2021-10-01
The Flowery,0,0,0,106.153,2021-10-01
"BWH Investments, LLC",0,0,0,0.0,2021-10-01
Trulieve,91,82336101,1847842,37652.438,2021-09-24
Liberty Health Sciences,42,8989763,4493,3712.648,2021-09-24
Surterra Welln ess,39,19729032,947883,4521.798,2021-09-24
Curaleaf,37,26081444,267316,9676.868,2021-09-24
AltMed Florida (MüV),37,29680424,240308,5481.403,2021-09-24
Fluent,27,6113566,138470,1523.693,2021-09-24
VidaCann,24,3837180,76402,624.699,2021-09-24
GrowHealthy,17,7825502,67010,4179.153,2021-09-24
Cannabist,14,3344255,10200,1142.328,2021-09-24
Harvest,14,12626210,53287,3196.607,2021-09-24
Sunnyside*,9,2379819,922,1751.037,2021-09-24
GTI (Rise Dispensaries),7,1008298,2748,1183.603,2021-09-24
MedMen,6,1062303,6048,637.478,2021-09-24
"Sanctuary Medicinals, LLC",3,71054,7,143.37,2021-09-24
Green Dragon,2,0,0,18.372,2021-09-24
HT Medical Cannabis,1,6300,0,106.625,2021-09-24
Insa,0,0,0,0.0,2021-09-24
Revolution Florida,0,0,0,0.0,2021-09-24
"Green Ops Group FL, LLC",0,0,0,0.0,2021-09-24
The Flowery,0,0,0,86.486,2021-09-24
"BWH Investments, LLC",0,0,0,0.0,2021-09-24
Trulieve,91,65613070,1034169,36566.826,2021-09-17
Liberty Health Sciences,40,11552759,8810,3572.453,2021-09-17
Surterra Welln ess,39,22078673,1490778,5151.548,2021-09-17
Curaleaf,37,25450408,250517,11591.613,2021-09-17
AltMed Florida (MüV),37,31909156,203642,4707.137,2021-09-17
